8.60	3.86	0.06
8.65	4.07	0.06
8.69	4.13	0.06
8.74	4.42	0.06
8.79	4.63	0.06
8.83	4.97	0.06
8.88	5.34	0.06
8.93	5.72	0.06
8.97	6.13	0.07
9.02	6.59	0.07
9.06	7.14	0.07
9.11	7.58	0.07
9.16	8.13	0.07
9.20	8.64	0.08
9.25	9.32	0.08
9.30	9.91	0.08
9.34	10.66	0.08
9.39	11.27	0.09
9.44	12.02	0.09
9.48	12.61	0.09
9.53	13.38	0.09
9.58	14.08	0.09
9.62	14.73	0.10
9.67	15.47	0.10
9.72	16.10	0.10
9.76	16.69	0.10
9.81	17.46	0.11
9.86	18.16	0.11
9.90	18.82	0.11
9.95	19.43	0.11
9.99	20.05	0.12
10.04	20.75	0.12
10.09	21.26	0.12
10.13	21.82	0.12
10.18	22.41	0.13
10.23	22.95	0.13
10.27	23.39	0.13
10.32	23.92	0.13
10.37	24.37	0.13
10.41	24.78	0.14
10.46	25.21	0.14
10.51	25.49	0.14
10.55	25.86	0.14
10.60	26.15	0.15
10.65	26.38	0.15
10.69	26.68	0.15
10.74	26.79	0.16
10.78	27.00	0.16
10.83	27.17	0.16
10.88	27.31	0.16
10.92	27.36	0.17
10.97	27.53	0.17
11.02	27.52	0.17
11.06	27.49	0.17
11.11	27.58	0.18
11.16	27.52	0.18
11.20	27.61	0.18
11.25	27.66	0.18
11.30	27.62	0.19
11.34	27.62	0.19
11.39	27.63	0.19
11.44	27.56	0.19
11.48	27.54	0.20
11.53	27.54	0.20
11.58	27.59	0.20
11.62	27.56	0.20
11.67	27.56	0.20
11.71	27.55	0.21
11.76	27.57	0.21
11.81	27.55	0.21
11.85	27.67	0.21
11.90	27.71	0.22
11.95	27.70	0.22
11.99	27.79	0.22
12.04	27.85	0.22
12.09	27.93	0.23
12.13	28.02	0.23
12.18	28.07	0.23
12.23	28.12	0.23
12.27	28.23	0.24
12.32	28.34	0.24
12.37	28.50	0.24
12.41	28.63	0.24
12.46	28.72	0.25
12.50	28.83	0.25
12.55	28.91	0.25
12.60	29.00	0.26
12.64	29.13	0.26
12.69	29.28	0.26
12.74	29.38	0.26
12.78	29.49	0.27
12.83	29.62	0.27
12.88	29.68	0.27
12.92	29.75	0.27
12.97	29.87	0.28
13.02	29.98	0.28
13.06	30.10	0.28
13.11	30.18	0.28
13.16	30.25	0.29
13.20	30.39	0.29
13.25	30.44	0.29
13.29	30.55	0.30
13.34	30.58	0.30
13.39	30.62	0.30
13.43	30.68	0.30
13.48	30.73	0.31
13.53	30.83	0.31
13.57	30.80	0.31
13.62	30.86	0.31
13.67	30.88	0.32
13.71	30.94	0.32
13.76	30.96	0.32
13.81	30.93	0.32
13.85	30.89	0.33
13.90	30.93	0.33
13.95	30.88	0.33
13.99	30.87	0.33
14.04	30.94	0.34
14.09	30.92	0.34
14.13	30.84	0.34
14.18	30.75	0.34
14.22	30.74	0.35
14.27	30.68	0.35
14.32	30.57	0.35
14.36	30.50	0.35
14.41	30.46	0.36
14.46	30.39	0.36
14.50	30.32	0.36
14.55	30.23	0.36
14.60	30.12	0.37
14.64	30.00	0.37
14.69	29.90	0.37
14.74	29.75	0.37
14.78	29.68	0.38
14.83	29.56	0.38
14.88	29.43	0.38
14.92	29.26	0.38
14.97	29.12	0.38
15.01	28.98	0.39
15.06	28.78	0.39
15.11	28.71	0.39
15.15	28.49	0.39
15.20	28.34	0.40
15.25	28.12	0.40
15.29	28.01	0.40
15.34	27.81	0.40
15.39	27.67	0.41
15.43	27.44	0.41
15.48	27.27	0.41
15.53	27.12	0.41
15.57	26.86	0.42
15.62	26.72	0.42
15.67	26.52	0.42
15.71	26.29	0.42
15.76	26.10	0.42
15.81	25.97	0.43
15.85	25.72	0.43
15.90	25.50	0.43
15.94	25.32	0.43
15.99	25.13	0.44
16.04	24.91	0.44
16.08	24.70	0.44
16.13	24.53	0.44
16.18	24.30	0.45
16.22	24.11	0.45
16.27	23.87	0.45
16.32	23.68	0.45
16.36	23.45	0.46
16.41	23.22	0.46
16.46	23.03	0.46
16.50	22.84	0.46
16.55	22.60	0.47
16.60	22.46	0.47
16.64	22.24	0.47
16.69	22.00	0.47
16.73	21.85	0.47
16.78	21.61	0.48
16.83	21.37	0.48
16.87	21.17	0.48
16.92	21.07	0.48
16.97	20.77	0.49
17.01	20.61	0.49
17.06	20.47	0.49
17.11	20.25	0.49
17.15	20.06	0.50
17.20	19.84	0.50
17.25	19.65	0.50
17.29	19.52	0.50
17.34	19.29	0.51
17.39	19.13	0.51
17.43	18.94	0.51
17.48	18.75	0.51
17.53	18.56	0.51
17.57	18.34	0.52
17.62	18.20	0.52
17.66	18.06	0.52
17.71	17.87	0.52
17.76	17.68	0.53
17.80	17.54	0.53
17.85	17.39	0.53
17.90	17.20	0.53
17.94	17.00	0.53
17.99	16.81	0.54
18.04	16.73	0.54
18.08	16.56	0.54
18.13	16.40	0.54
18.18	16.26	0.55
18.22	16.10	0.55
18.27	15.98	0.55
18.32	15.84	0.55
18.36	15.65	0.56
18.41	15.48	0.56
18.45	15.39	0.56
18.50	15.23	0.56
18.55	15.07	0.56
18.59	14.97	0.57
18.64	14.82	0.57
18.69	14.70	0.57
18.73	14.54	0.57
18.78	14.36	0.58
18.83	14.34	0.58
18.87	14.17	0.58
18.92	14.10	0.58
18.97	13.87	0.58
19.01	13.84	0.59
19.06	13.63	0.59
19.11	13.59	0.59
19.15	13.48	0.59
19.20	13.34	0.60
19.25	13.22	0.60
19.29	13.13	0.60
19.34	13.03	0.60
19.38	12.83	0.60
19.43	12.77	0.61
19.48	12.67	0.61
19.52	12.54	0.61
19.57	12.45	0.61
19.62	12.34	0.62
19.66	12.29	0.62
19.71	12.20	0.62
19.76	12.10	0.62
19.80	11.94	0.62
19.85	11.82	0.63
19.90	11.83	0.63
19.94	11.68	0.63
19.99	11.55	0.63
20.04	11.54	0.64
20.08	11.42	0.64
20.13	11.33	0.64
20.17	11.26	0.64
20.22	11.15	0.64
20.27	11.04	0.65
20.31	10.93	0.65
20.36	10.90	0.65
20.41	10.76	0.65
20.45	10.77	0.65
20.50	10.57	0.66
20.55	10.56	0.66
