71.29	3.89	0.06
71.53	4.09	0.06
71.77	4.34	0.06
72.01	4.62	0.06
72.26	4.92	0.06
72.50	5.42	0.06
72.74	5.85	0.07
72.98	6.38	0.07
73.23	7.05	0.07
73.47	7.67	0.07
73.71	8.60	0.08
73.95	9.50	0.08
74.20	10.41	0.08
74.44	11.57	0.09
74.68	12.67	0.09
74.92	13.90	0.09
75.17	15.18	0.09
75.41	16.41	0.10
75.65	17.74	0.10
75.89	18.98	0.10
76.14	20.22	0.11
76.38	21.45	0.11
76.62	22.52	0.11
76.86	23.61	0.12
77.11	24.49	0.12
77.35	25.29	0.12
77.59	26.06	0.13
77.83	26.60	0.13
78.08	27.01	0.13
78.32	27.37	0.14
78.56	27.73	0.14
78.80	27.86	0.14
79.05	27.96	0.15
79.29	27.94	0.15
79.53	27.90	0.15
79.77	27.77	0.16
80.02	27.71	0.16
80.26	27.49	0.17
80.50	27.27	0.17
80.74	27.06	0.17
80.99	26.85	0.18
81.23	26.59	0.18
81.47	26.36	0.18
81.71	26.06	0.19
81.96	25.91	0.19
82.20	25.62	0.20
82.44	25.34	0.20
82.68	25.20	0.20
82.93	24.97	0.21
83.17	24.78	0.21
83.41	24.64	0.21
83.65	24.50	0.22
83.90	24.29	0.22
84.14	24.27	0.23
84.38	24.15	0.23
84.62	24.23	0.23
84.87	24.14	0.24
85.11	24.02	0.24
85.35	24.11	0.24
85.59	24.21	0.25
85.84	24.33	0.25
86.08	24.45	0.26
86.32	24.59	0.26
86.56	24.82	0.26
86.81	25.03	0.27
87.05	25.25	0.27
87.29	25.62	0.27
87.53	25.93	0.28
87.78	26.30	0.28
88.02	26.64	0.29
88.26	27.10	0.29
88.50	27.56	0.29
88.75	28.00	0.30
88.99	28.50	0.30
89.23	29.03	0.30
89.47	29.43	0.31
89.72	29.99	0.31
89.96	30.46	0.31
90.20	30.97	0.32
90.44	31.45	0.32
90.69	32.00	0.33
90.93	32.42	0.33
91.17	32.82	0.33
91.41	33.34	0.34
91.66	33.67	0.34
91.90	34.01	0.34
92.14	34.40	0.35
92.38	34.75	0.35
92.63	34.98	0.35
92.87	35.17	0.36
93.11	35.35	0.36
93.35	35.54	0.37
93.59	35.60	0.37
93.84	35.76	0.37
94.08	35.72	0.38
94.32	35.70	0.38
94.56	35.67	0.38
94.81	35.61	0.39
95.05	35.53	0.39
95.29	35.36	0.39
95.53	35.24	0.40
95.78	35.02	0.40
96.02	34.78	0.41
96.26	34.57	0.41
96.50	34.25	0.41
96.75	34.01	0.42
96.99	33.68	0.42
97.23	33.35	0.42
97.47	33.04	0.43
97.72	32.62	0.43
97.96	32.29	0.43
98.20	31.87	0.44
98.44	31.51	0.44
98.69	31.09	0.44
98.93	30.69	0.45
99.17	30.35	0.45
99.41	29.91	0.46
99.66	29.54	0.46
99.90	29.12	0.46
100.14	28.67	0.47
100.38	28.23	0.47
100.63	27.93	0.47
100.87	27.46	0.48
101.11	27.01	0.48
101.35	26.61	0.48
101.60	26.26	0.49
101.84	25.83	0.49
102.08	25.45	0.49
102.32	25.09	0.50
102.57	24.65	0.50
102.81	24.34	0.50
103.05	23.97	0.51
103.29	23.58	0.51
103.54	23.24	0.51
103.78	22.81	0.52
104.02	22.51	0.52
104.26	22.17	0.52
104.51	21.85	0.53
104.75	21.56	0.53
104.99	21.26	0.53
105.23	20.92	0.54
105.48	20.61	0.54
105.72	20.31	0.54
105.96	20.00	0.55
106.20	19.80	0.55
106.45	19.39	0.55
106.69	19.13	0.56
106.93	18.91	0.56
107.17	18.65	0.56
107.42	18.40	0.57
107.66	18.14	0.57
107.90	17.88	0.58
108.14	17.67	0.58
108.39	17.40	0.58
108.63	17.23	0.59
108.87	16.90	0.59
109.11	16.75	0.59
109.36	16.56	0.60
109.60	16.31	0.60
109.84	16.17	0.60
110.08	15.89	0.61
110.33	15.74	0.61
110.57	15.53	0.61
110.81	15.34	0.61
